,x,y
0,19.307219583735684,104.67899233698847
1,9.242121802587071,16.053351272799503
2,3.3334507256534374,-4.570991301118399
3,16.31777280640153,57.28923297825816
4,5.7506036884835225,6.996777674768996
5,4.65365961650162,-5.944314248777026
6,11.559132984150507,-0.7561015455912068
7,9.818745574741952,-2.147465206451532
8,12.529460680768697,25.859691341203877
9,6.969793793567957,-10.787954841967657
10,16.523077285876475,55.49324136682275
11,13.892340153005414,38.43029068734748
12,17.94543587950368,75.54710892445975
13,16.81754536820705,59.423908733139484
14,2.2921108034880056,26.427115407658338
15,13.07014348105775,15.269252642579115
16,2.136747477528722,29.206599035179337
17,18.166332331868244,73.51544460082079
18,6.012245516748996,-5.699126270775132
19,12.42700612621327,15.51244100740601
20,18.358263013349585,82.53465112284042
21,18.038754052354477,75.7652898584762
22,17.708645854263757,84.65890676776799
23,11.641839608624455,20.99219945429643
24,14.557705611019907,32.6760176320395
25,14.63305236474169,48.57227531626701
26,8.78133913265944,8.661172732008627
27,2.3689338986207087,14.599639564686203
28,12.995689789915751,15.802781698242496
29,9.966547553528786,3.2241789059926873
30,0.8738504248187717,35.89783047155248
31,12.453775285030941,26.984128127648813
32,13.786673340044837,41.12590747431091
33,1.8493845399896935,27.883733811312574
34,4.075855846322263,4.597989097881204
35,2.645739666638942,24.255056776405134
36,3.587694103701957,18.198783456846428
37,17.68751552549268,81.06584310504527
38,10.754171625397742,21.060739773499346
39,3.201119510833388,16.713678872161232
40,18.88187302769697,104.8351710557846
41,17.97626261640256,90.1713889530745
42,19.5819958349735,107.40895978826686
43,7.9679873788486155,-13.778985199054983
44,0.5483186022093567,33.224582473490855
45,0.07826107100530111,42.65578889884268
46,16.26465920807056,54.20231596508314
47,16.08757582994182,63.44203476239407
48,12.970784896041236,21.936354892123816
49,12.584959360500713,23.46544167894911
