,VAR1,VAR2,VAR3,Y
0,19.10220995773033,5.603265466498959,8.483970301193365,395.79649940230223
1,1.7058995694514456,2.5345516729894046,16.504440448513773,283.0970377311053
2,8.85523953160324,11.181740439904573,9.691674035056867,325.5234117624517
3,5.066095668064667,0.6658998423958074,15.33591044518422,269.1338179209488
4,1.804074115573775,3.584642372855149,16.085091069797013,271.6972188898415
5,12.385188808763735,10.55212021815657,19.52397478750416,513.247901156475
6,17.56246901654915,13.88131864791205,18.43396177953966,562.5945764114877
7,2.0050782653502686,18.52080772025009,4.875887700781922,299.79713072482457
8,15.739701174726195,7.471158347337408,8.051446793621498,360.6493149028801
9,16.350247034195696,6.953281067637929,13.454060806873866,448.1221609373767
10,0.6215206291986908,7.812507998869256,6.929644042081458,205.43385854644623
11,12.999310172005135,5.119671674227257,0.5907298583127396,231.15416225954192
12,5.305233996589069,16.06621216347681,19.822171879081772,473.7972522927925
13,19.93207582196373,18.49856807651682,10.889607255634814,536.4374905575694
14,13.431762350583035,10.73679452694535,6.31064577504781,380.9973790478754
15,0.17283215111088435,9.008063669332929,16.51351618663719,303.3685804106749
16,7.588980115376877,15.006841277401646,0.34068848856005474,287.40397280356086
17,12.550994719423374,12.945048840097044,10.953294610075808,413.09553363404365
18,16.365394331047117,12.441021971391121,11.167542244046526,449.92590450028825
19,15.69636629583346,14.83526216822904,9.381323702477825,480.7160792628856
20,17.559172893482533,1.6819308070478045,11.169146030048784,389.38753228923724
21,13.44678013104129,1.3191794327814987,18.64348768366939,401.6463199427307
22,8.207366763819095,3.7152085258034284,13.161855414274651,295.8913639456034
23,8.297793474499585,11.068515639409899,9.442554888341213,363.6714970331244
24,14.983253609081817,8.779993619988097,9.119216535962845,404.8483497992673
25,5.783405620250697,3.7207122765565837,18.77363504033959,333.2047262710113
26,13.284068650156177,2.3496945493566956,5.528462757703072,247.83796238098716
27,1.5051500125511552,16.60601681749023,10.000430398779834,321.8649903872113
28,4.37089043482316,1.7920574656947474,4.479999266228072,156.0170752058159
29,9.128835243257043,11.644726219957793,13.594050673206112,411.4409588275646
30,19.63046623389034,14.91405354200566,15.881834700287383,567.8858703590612
31,4.106402773130757,7.28631991858424,7.579856924018111,213.19539679098602
32,7.88413640648627,14.844350042199512,5.148020784104488,330.6585785943065
33,5.146171308479026,6.70364611556622,17.91830732835293,379.6519775878807
34,16.5784254106941,1.222345925724011,5.399842415426937,266.5542805291199
35,19.43412023709572,5.912341621772077,8.506745339041412,403.8361930284718
36,3.8276273585543374,15.463894877021263,3.45847007076032,284.72535924446714
37,13.703583814248162,16.087307199349148,3.5929169879041423,402.1287474655908
38,6.256562599598004,3.8804508412275895,6.301559712342715,206.0532898117328
39,11.520823492834726,12.394708035619953,12.286666583004882,396.4670062840937
40,1.1669295937184687,0.8090452846638696,17.599572523806227,229.83768594841138
41,3.3314945818345354,12.995003022915663,5.680057650027239,244.30187532632578
42,1.4116447914569208,17.08566599279714,3.1842931317361933,249.70080922582576
43,11.092952142216639,8.536887269003515,5.42848029150951,280.4704591710377
44,14.408548223974824,15.447093129515249,18.096495343302244,523.435366165423
45,19.65918720373949,5.592198954195067,14.36197878180912,453.03241869946214
46,17.23113482409253,19.630795158946018,17.489355545684266,632.9277898619474
47,11.995524304198813,13.581102803194726,14.351851338746187,477.511615276994
48,14.502478826620209,17.63763373372267,6.042698021748924,416.8252034635588
49,15.041219147276287,0.6200286658225074,3.9724856226745486,254.44393337844832
