,VAR1,VAR2,Y
0,18.12691158093353,10.818429183439818,334.1259162502847
1,15.434028512867311,5.914586978127834,243.2651810566004
2,2.8002884998581035,4.634164713829632,84.11282272574012
3,19.399109329335154,2.056945564551711,242.95278082720264
4,2.960102624724017,7.54840086705272,131.3161679645597
5,7.132373340081102,2.15654278410236,116.23286808897684
6,7.825444881752719,0.3544770900201666,89.11022180794012
7,10.153378745039754,2.46201658013647,149.4142298840797
8,14.677787352514356,19.49851886822809,355.79066188873105
9,0.12731940631713234,6.934530719681704,98.97865157580846
10,8.23012293281666,8.464603596507004,167.5759225195876
11,0.27026103878944996,7.619360864442415,117.73981982139512
12,2.982946045505759,2.1880436676038495,80.54378664754614
13,15.11558683936779,3.186457294268923,207.53077419080375
14,9.023129913829745,1.0957915638569582,138.73484840370253
15,16.64488548774145,0.8980997998338469,194.33451173167694
16,6.210278562231284,8.894248021566504,181.7525898441505
17,4.584403998660056,9.498251393155224,174.53338951986203
18,8.004608698565791,8.8377889966502,210.44180808194488
19,2.605494645383888,10.651115005705554,160.55566613525994
20,9.350708703406836,19.114379130501487,303.1634251637661
21,4.876670418195461,10.6391718827782,184.96487924167053
22,11.033347368123625,7.184022015708411,213.72214216399144
23,11.906593356207829,0.09531971947763118,126.34918764663956
24,14.085236883139697,0.294450145625611,196.50224888835953
25,10.154901155810204,10.680530218204815,245.39834773877277
26,1.5031274494314473,15.198686498757283,163.05982930431946
27,9.148062848787166,13.494106436525229,244.2691209311766
28,16.550675549812453,13.386570276238993,320.23908739301953
29,5.269330095862506,1.592708945420247,101.13234526909505
30,6.055200982109545,18.72999632775178,241.48050956614335
31,0.24612660658616337,17.649519593663406,172.37621930232888
32,8.881246994395218,12.45509819118758,212.60651484444344
33,1.2679749482234026,11.683180287849051,161.49300347420603
34,4.97419390141393,1.6433273112649416,115.04317301083222
35,12.168987783601628,8.942409720429943,255.28776920143582
36,13.252167238183484,0.8281042645644976,193.4831144134286
37,4.962882498385914,10.527003210317238,174.4685720587822
38,0.19013973543225982,17.787850364202104,172.3762570857115
39,19.249364930259006,7.105725981242643,281.8784125297873
40,15.866157784132646,15.501705134852955,347.54738250496155
41,13.901048277856091,5.033442456548589,223.0816494472663
42,19.342867479797732,0.8957644154989719,221.02427836020513
43,10.724636219061788,8.28727111108067,206.03652632577658
44,9.312066384582893,9.207022842766348,198.65705125439365
45,2.9002324517616773,2.9904793529490425,88.51918539155069
46,1.7368900614035843,12.118095405560998,137.88635594266617
47,5.490214013084971,7.817740061897753,178.69779767095636
48,10.93693979111065,14.621602639615716,286.3786667895919
49,7.452853448115404,1.2045334837590693,135.02344005415094
