,x,y
0,2.2785516528368777,15.432566573724799
1,14.68860814521048,38.01908685974152
2,9.755615329933496,-9.520664887258528
3,8.830311397377207,-11.66862652492896
4,6.136977306994034,14.071370389084116
5,13.962291939157002,18.740795670852712
6,14.082765485176276,22.89767713325115
7,3.3584983223994302,17.88868469255035
8,17.47117877426309,65.47901564967658
9,2.0824895196193727,23.42477617553864
10,1.040127001418154,17.24326671703085
11,14.522928940359892,48.849209421252546
12,9.323527409635515,6.162784922297082
13,10.576973797741594,-5.5448085440275765
14,0.23021407422346707,40.981142532620254
15,16.268279527411135,46.708899510643
16,19.728115885064202,117.85180313608986
17,4.740329835721826,5.63480281055795
18,14.149571682393018,38.17600092642096
19,5.504279558109788,-2.0561954601743366
20,9.703119402019505,9.366288207757702
21,14.287643615402853,35.74892150106058
22,1.3669499942786723,12.11224015760252
23,18.11355650001469,89.50817547896523
24,1.3609070783809596,31.297060785917743
25,15.87591663985101,41.30146429052611
26,6.9779234552798926,-15.269103067656896
27,2.4028440148006602,15.360388262964047
28,14.06341159279388,34.55946916592656
29,1.9154924588245192,12.785483670049407
30,14.758256165770048,32.76779139439904
31,11.956267765949748,27.172117624291904
32,15.050323763308873,55.24986460896315
33,15.460618780197692,61.252144924846824
34,19.25774220211212,112.07236388406706
35,13.898597391636313,37.609360406328896
36,5.864945486516664,12.177138750487991
37,17.010888751698,57.26171590937205
38,10.513232562453629,9.909963425522413
39,9.954617026890404,-9.399090700189234
40,14.116091333738549,38.292398080273564
41,10.717144641204033,19.432262494438074
42,11.660541186873427,15.040914964300246
43,14.381023138832141,43.72117500570987
44,12.707242119226965,15.491027850799055
45,18.825901354559953,96.15922586807093
46,0.720265991993212,25.392167222426913
47,0.8113930614734377,19.56104922648753
48,6.255016813942453,-0.48744624602064235
49,5.451143696261842,8.122423210405788
